perplexity,epsilon,min_samples,clusters,outliers,outlier_percentage,silhouette,dbi,chi,cluster_error,silhouette_error,dbi_error,chi_error,matching_error
20,4.0,40,26,744,9.728033472803348,0.34486520290374756,0.42843939441089807,3936.2196317670982,0.18181818181818182,0.4852758165615708,0.7137575776435923,0.5410560913630902,0.48047691684660876
20,4.0,50,30,1844,24.110878661087867,0.4910612404346466,0.45661424543205725,7495.90559821242,0.36363636363636365,0.26707277547067676,0.826456981728229,0.1260141618488695,0.3957950706710347
20,4.0,60,24,3894,50.9152719665272,0.6888502240180969,0.39550284318141776,21407.313420214887,0.09090909090909091,0.028134662713577438,0.582011372725671,1.4959877785270175,0.5492607262188393
20,4.0,70,16,5115,66.88023012552301,0.7907346487045288,0.27431498744753086,25481.454139206937,0.2727272727272727,0.18020096821571457,0.09725994979012342,1.9710126096672416,0.6303002001000881
20,4.0,80,13,5594,73.14330543933055,0.8035195469856262,0.26908191053291236,31032.794199761684,0.4090909090909091,0.19928290594869577,0.07632764213164944,2.618271640896626,0.82574327451697
20,4.0,90,11,6226,81.40690376569037,0.8233681917190552,0.24859984557437304,33426.85127432367,0.5,0.22890774883441065,0.00560061770250786,2.8974069570339687,0.9079788308927218
20,4.5,10,41,32,0.41841004184100417,0.45592841506004333,0.3688902351914978,2333.3043774223534,0.8636363636363636,0.3195098282685921,0.4755609407659911,0.7279481504610341,0.5966638207829953
20,4.5,20,34,132,1.7259414225941423,0.45504510402679443,0.3690871871649477,2764.5809503323467,0.5454545454545454,0.32082820294508296,0.4763487486597908,0.677663416733921,0.5050737284483351
20,4.5,30,31,208,2.7196652719665275,0.45782285928726196,0.3779487666708337,2988.803439321892,0.4090909090909091,0.3166822995712508,0.5117950666833349,0.6515201739456724,0.4722721123227918
20,4.5,40,26,461,6.027719665271967,0.3733861446380615,0.4182503193028617,3542.8224054661564,0.18181818181818182,0.4427072468088634,0.6730012772114469,0.5869242790090167,0.47111274621187715
20,4.5,50,23,804,10.51255230125523,0.44446703791618347,0.4021849071277463,4265.708800181426,0.045454545454545456,0.3366163613191292,0.6087396285109852,0.502639269906989,0.37336245129791223
20,4.5,60,25,1828,23.901673640167363,0.4225170314311981,0.4575769321647779,6468.332189501317,0.13636363636363635,0.36937756502806257,0.8303077286591116,0.24582418281396243,0.39546827821619324
20,4.5,70,23,3400,44.45606694560669,0.5243273377418518,0.56125773750199,12036.344920875687,0.045454545454545456,0.2174218839673854,1.2450309500079602,0.4033788000820463,0.47782154487798434
20,4.5,80,17,4777,62.46077405857741,0.7670921087265015,0.32525569216397443,24438.900548187165,0.22727272727272727,0.14491359511418123,0.3010227686558977,1.849455972897139,0.6306662659849863
20,4.5,90,12,5419,70.85512552301255,0.7874589562416077,0.2873820875040619,25812.51490022397,0.45454545454545453,0.17531187498747405,0.14952835001624765,2.0096126711148434,0.697249587666005
